Geo_FIPS,Geo_QNAME,Geo_NAME,CENSUS_NUM,CITY_NAME ,TOTAL POP_DEMOGRAPHICS,PROP_POP WHITE,PROP_POP BLACK,PROP_POP ASIAN,PROP_POP AMERICAN INDIAN,PROP_POP NATIVE HAWAIIAN,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,PROP_<100K,PROP_>100K,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,OWNER_RATE,RENTER_RATE,WHITE OWNER_RATE,NON_WHITE OWNER RATE,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017342402,"Census Tract 3424.02, Middlesex County, Massachusetts",Census Tract 3424.02,3424.02,EVERETT,4362,0.415405777,0.03392939,0.102475928,0,0,1812,148,0,447,0,286,1669,1687,0.573206876,0.426793124,42,107,89,89,65,77,0,50,69,62,62,255,147,121,191,261,87772,106375,83417,1903,375,1528,0.197057278,0.802942722,0.722666667,0.277333333,271,104,576400,,,255,13,0,13,0,233,9,120,373,709,175,103,244,83,0
25017342501,"Census Tract 3425.01, Middlesex County, Massachusetts",Census Tract 3425.01,3425.01,EVERETT,4703,0.543270253,0.132681267,0.029980863,0.019987242,0,2555,624,94,141,0,681,608,1572,0.655852417,0.344147583,121,62,9,175,43,44,0,135,35,39,243,125,87,154,140,160,67717,100909,65758,1702,540,1162,0.317273796,0.682726204,0.6,0.4,324,216,533200,,,436,86,39,47,0,298,52,104,338,377,226,359,160,34,78
25017342502,"Census Tract 3425.02, Middlesex County, Massachusetts",Census Tract 3425.02,3425.02,EVERETT,3442,0.538349797,0.080185938,0.05403835,0,0,1853,276,0,186,0,340,787,1087,0.773689052,0.226310948,83,9,118,18,141,0,8,14,81,48,151,170,26,11,64,145,63652,,63897,1151,300,851,0.260642919,0.739357081,0.656666667,0.343333333,197,103,574600,,,188,30,15,15,51,107,0,112,151,369,293,217,57,0,0
25017342600,"Census Tract 3426, Middlesex County, Massachusetts",Census Tract 3426,3426,EVERETT,5594,0.445834823,0.107972828,0.079013228,0.022702896,0.008938148,2494,604,127,442,50,475,1402,1760,0.619318182,0.380681818,44,45,24,0,92,25,150,0,90,119,238,263,156,198,146,170,83448,92667,80167,1842,534,1308,0.28990228,0.71009772,0.674157303,0.325842697,360,174,650000,,,427,12,0,12,0,415,0,107,238,515,357,354,172,39,85
25017350105,"Census Tract 3501.05, Middlesex County, Massachusetts",Census Tract 3501.05,3501.05,SOMERVILLE,1271,0.793076318,0.033044847,0.117230527,0,0.004720692,1008,42,0,149,6,11,55,519,0.350674374,0.649325626,0,9,11,11,11,7,42,14,0,0,22,55,67,40,65,165,130536,117404,170227,543,265,278,0.488029466,0.511970534,0.898113208,0.101886792,238,27,780600,,,132,28,6,22,0,96,8,133,121,224,100,43,19,8,4
25017350106,"Census Tract 3501.06, Middlesex County, Massachusetts",Census Tract 3501.06,3501.06,SOMERVILLE,2165,0.589838337,0.029561201,0.272979215,0,0,1277,64,0,591,0,73,160,1217,0.387838948,0.612161052,75,30,23,0,30,0,24,20,47,31,63,129,97,72,137,439,139688,250001,129125,1232,70,1162,0.056818182,0.943181818,0.128571429,0.871428571,9,61,1025000,,,54,0,0,0,0,54,0,16,511,582,81,25,0,0,18
25017350107,"Census Tract 3501.07, Middlesex County, Massachusetts",Census Tract 3501.07,3501.07,SOMERVILLE,1334,0.84107946,0.003748126,0.013493253,0,0,1122,5,0,18,0,178,11,418,0.361244019,0.638755981,20,0,9,12,14,0,5,0,0,17,21,53,69,29,124,45,121250,125474,120104,480,165,315,0.34375,0.65625,0.721212121,0.278787879,119,46,871300,,,138,29,0,29,0,109,0,27,72,78,73,104,56,35,0
25017350108,"Census Tract 3501.08, Middlesex County, Massachusetts",Census Tract 3501.08,3501.08,SOMERVILLE,3814,0.608285265,0.089145254,0.116151023,0.002621919,0,2320,340,10,443,0,416,285,1671,0.506283662,0.493716338,33,90,155,43,37,122,7,33,8,46,163,109,167,145,191,322,98359,149042,71528,1813,465,1348,0.256480971,0.743519029,0.793548387,0.206451613,369,96,668500,,,345,65,0,65,0,280,0,120,413,727,302,127,56,46,0
25017350109,"Census Tract 3501.09, Middlesex County, Massachusetts",Census Tract 3501.09,3501.09,SOMERVILLE,2500,0.492,0.0936,0.0716,0.0056,0,1230,234,14,179,0,614,229,949,0.447839831,0.552160169,18,8,112,26,0,30,0,15,16,80,41,79,150,34,120,220,111201,119444,110280,963,196,767,0.203530633,0.796469367,0.321428571,0.678571429,63,133,745600,,,163,4,0,4,0,151,8,33,364,139,239,165,29,0,13
25017350201,"Census Tract 3502.01, Middlesex County, Massachusetts",Census Tract 3502.01,3502.01,SOMERVILLE,3060,0.597712418,0.016013072,0.13627451,0.013071895,0,1829,49,40,417,0,467,258,1288,0.298913043,0.701086957,0,48,56,0,34,0,0,10,62,39,123,13,142,271,301,189,130000,127487,130030,1327,519,808,0.391107762,0.608892238,0.809248555,0.190751445,420,99,862900,,,309,44,0,44,11,242,12,210,304,532,290,91,0,16,55
25017350202,"Census Tract 3502.02, Middlesex County, Massachusetts",Census Tract 3502.02,3502.02,SOMERVILLE,4118,0.761777562,0.039825158,0.026954832,0.002428363,0,3137,164,10,111,0,111,585,1633,0.304960196,0.695039804,45,28,10,45,25,0,0,10,0,96,21,218,243,172,265,455,129826,159464,126413,1764,815,949,0.462018141,0.537981859,0.807361963,0.192638037,658,157,737900,,,574,121,19,102,15,438,0,241,353,685,285,148,50,93,19
25017350300,"Census Tract 3503, Middlesex County, Massachusetts",Census Tract 3503,3503,SOMERVILLE,2931,0.715114295,0.046741726,0.154213579,0,0,2096,137,0,452,0,42,204,1389,0.418286537,0.581713463,53,196,0,15,25,7,10,0,36,87,53,99,116,102,140,450,124750,177045,102279,1517,530,987,0.349373764,0.650626236,0.632075472,0.367924528,335,195,894900,,,320,22,0,22,0,285,13,210,473,530,198,163,25,0,0
25017350400,"Census Tract 3504, Middlesex County, Massachusetts",Census Tract 3504,3504,SOMERVILLE,5970,0.720603015,0.000335008,0.130485762,0,0,4302,2,0,779,0,53,834,2350,0.303829787,0.696170213,81,21,45,15,33,0,0,15,12,226,101,165,131,180,334,991,160960,204045,131657,2520,1216,1304,0.482539683,0.517460317,0.819901316,0.180098684,997,219,1061600,,,807,203,0,203,0,568,36,409,571,732,433,556,43,15,0
25017350500,"Census Tract 3505, Middlesex County, Massachusetts",Census Tract 3505,3505,SOMERVILLE,1655,0.859818731,0.021148036,0.058006042,0,0,1423,35,0,96,0,20,81,774,0.208010336,0.791989664,24,6,5,0,6,6,6,25,0,16,23,44,106,90,163,254,160556,173214,148929,833,242,591,0.290516206,0.709483794,0.859504132,0.140495868,208,34,1079500,,,132,45,0,45,0,76,11,110,214,355,123,54,28,0,0
25017350600,"Census Tract 3506, Middlesex County, Massachusetts",Census Tract 3506,3506,SOMERVILLE,4908,0.701100244,0.035859821,0.162999185,0,0.002648737,3441,176,0,800,13,23,455,1074,0.291433892,0.708566108,63,23,34,0,32,8,0,17,13,10,22,91,127,66,201,367,153542,183654,152188,1092,438,654,0.401098901,0.598901099,0.860730594,0.139269406,377,61,983000,,,306,16,0,16,10,270,10,132,212,380,323,100,59,0,0
25017350701,"Census Tract 3507.01, Middlesex County, Massachusetts",Census Tract 3507.01,3507.01,SOMERVILLE,2872,0.790738162,0.027158774,0.106197772,0,0,2271,78,0,305,0,28,190,1534,0.343546284,0.656453716,5,41,50,38,0,62,15,0,0,25,141,150,289,99,188,431,119470,118910,145655,1619,587,1032,0.362569487,0.637430513,0.817717206,0.182282794,480,107,683700,,,423,13,0,13,0,410,0,164,686,453,285,110,0,0,0
25017350702,"Census Tract 3507.02, Middlesex County, Massachusetts",Census Tract 3507.02,3507.02,SOMERVILLE,3345,0.667563528,0.114798206,0.098056801,0.022122571,0,2233,384,74,328,0,0,326,1603,0.677479726,0.322520274,272,142,92,77,155,45,38,35,9,61,96,64,135,44,192,146,37011,150500,28125,1648,282,1366,0.171116505,0.828883495,0.968085106,0.031914894,273,9,812100,,,249,17,0,17,0,232,0,33,714,401,261,124,103,0,0
25017350800,"Census Tract 3508, Middlesex County, Massachusetts",Census Tract 3508,3508,SOMERVILLE,1972,0.788539554,0.038539554,0.055780933,0,0,1555,76,0,110,0,23,208,866,0.260969977,0.739030023,0,9,0,4,33,6,6,26,18,56,33,35,60,72,156,352,174615,189125,172125,955,355,600,0.371727749,0.628272251,0.802816901,0.197183099,285,70,977200,,,225,55,0,55,4,160,6,130,161,450,126,106,14,1,8
25017350900,"Census Tract 3509, Middlesex County, Massachusetts",Census Tract 3509,3509,SOMERVILLE,3723,0.764437282,0.023368251,0.146655923,0,0,2846,87,0,546,0,5,239,1685,0.259347181,0.740652819,31,0,0,0,15,75,37,24,0,36,61,158,129,130,123,866,207776,239583,165787,1789,670,1119,0.3745109,0.6254891,0.753731343,0.246268657,505,165,1165900,,,374,23,0,23,0,351,0,296,526,587,335,168,61,8,0
25017351001,"Census Tract 3510.01, Middlesex County, Massachusetts",Census Tract 3510.01,3510.01,SOMERVILLE,4045,0.700123609,0.012113721,0.124351051,0,0.002966625,2832,49,0,503,12,62,587,1887,0.347111818,0.652888182,31,36,25,53,17,10,23,45,13,50,160,192,185,216,245,586,139506,193889,125250,2011,722,1289,0.359025361,0.640974639,0.631578947,0.368421053,456,266,1047300,,,435,44,36,8,0,391,0,287,552,734,460,84,37,0,20
25017351002,"Census Tract 3510.02, Middlesex County, Massachusetts",Census Tract 3510.02,3510.02,SOMERVILLE,2739,0.658634538,0.005476451,0.166119022,0,0,1804,15,0,455,0,20,445,1196,0.31187291,0.68812709,0,0,21,0,0,28,0,0,25,75,21,203,45,193,166,419,149337,208657,135511,1304,377,927,0.289110429,0.710889571,0.710875332,0.289124668,268,109,832800,,,228,9,0,9,23,196,0,149,375,374,267,115,23,42,0
25017351101,"Census Tract 3511.01, Middlesex County, Massachusetts",Census Tract 3511.01,3511.01,SOMERVILLE,3373,0.810257931,0.024903647,0.065520308,0,0,2733,84,0,221,0,168,167,1532,0.343342037,0.656657963,34,44,12,9,8,21,0,19,38,121,83,137,173,277,183,373,127295,170446,115234,1607,565,1042,0.351586808,0.648413192,0.888495575,0.111504425,502,63,895700,,,491,27,13,14,0,457,7,74,634,479,229,91,42,44,13
25017351102,"Census Tract 3511.02, Middlesex County, Massachusetts",Census Tract 3511.02,3511.02,SOMERVILLE,2081,0.735703988,0.009130226,0.094666026,0,0.003844306,1531,19,0,197,8,44,282,1006,0.452286282,0.547713718,10,15,0,2,12,31,8,7,2,95,117,156,66,59,159,267,114063,,109079,1104,374,730,0.338768116,0.661231884,0.721925134,0.278074866,270,104,945100,,,282,27,0,27,42,213,0,92,307,541,79,57,0,8,14
25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",Census Tract 3512.03,3512.03,SOMERVILLE,4290,0.781118881,0.01025641,0.164335664,0,0,3351,44,0,705,0,42,148,2198,0.311191993,0.688808007,104,12,17,61,61,0,0,24,32,90,161,122,173,120,535,686,172750,177574,172688,2306,599,1707,0.259757155,0.740242845,0.809682805,0.190317195,485,114,961400,,,463,30,0,30,0,433,0,136,886,681,446,164,21,0,0
25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",Census Tract 3512.04,3512.04,SOMERVILLE,3981,0.658628485,0.094951017,0.120321527,0.004019091,0,2622,378,16,479,0,193,293,1917,0.376108503,0.623891497,42,22,0,13,32,63,35,31,20,43,206,214,233,214,172,577,128438,222644,100286,2099,645,1454,0.307289185,0.692710815,0.804651163,0.195348837,519,126,961700,,,449,60,6,54,0,379,10,196,660,776,269,143,69,0,0
25017351300,"Census Tract 3513, Middlesex County, Massachusetts",Census Tract 3513,3513,SOMERVILLE,4394,0.783340919,0.065543924,0.071916249,0.000455166,0,3442,288,2,316,0,132,214,2100,0.418095238,0.581904762,40,169,131,46,16,16,14,90,0,59,52,245,187,70,344,621,123125,213241,94444,2193,494,1699,0.225262198,0.774737802,0.87854251,0.12145749,434,60,995600,,,406,91,0,91,0,315,0,88,910,531,328,285,0,33,13
25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",Census Tract 3514.03,3514.03,SOMERVILLE,3822,0.588697017,0.11747776,0.100732601,0,0,2250,449,0,385,0,217,521,1734,0.471741638,0.528258362,126,101,88,0,33,49,42,0,72,19,124,164,185,115,156,460,111934,205052,83393,1793,537,1256,0.299498048,0.700501952,0.644320298,0.355679702,346,191,836600,,,399,52,10,42,0,347,0,138,497,658,369,130,51,29,0
25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",Census Tract 3514.04,3514.04,SOMERVILLE,3669,0.572090488,0.076315072,0.162714636,0,0,2099,280,0,597,0,219,474,1498,0.503337784,0.496662216,60,43,78,103,33,0,9,23,110,30,126,139,163,44,249,288,99519,74375,105098,1607,605,1002,0.376477909,0.623522091,0.642975207,0.357024793,389,216,727200,,,469,30,8,22,0,427,12,136,399,514,289,210,51,0,35
25017351500,"Census Tract 3515, Middlesex County, Massachusetts",Census Tract 3515,3515,SOMERVILLE,2517,0.499404052,0.084624553,0.096940803,0,0,1257,213,0,244,0,540,263,1389,0.622030238,0.377969762,157,94,21,9,56,47,33,43,168,41,48,147,185,65,70,205,69063,111587,47097,1464,422,1042,0.288251366,0.711748634,0.6492891,0.3507109,274,148,661600,,,320,30,20,10,0,261,29,102,639,536,128,49,26,0,11
25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",Census Tract 3521.01,3521.01,CAMBRIDGE,3428,0.50495916,0.053092182,0.331388565,0,0,1731,182,0,1136,0,8,371,2023,0.471576866,0.528423134,149,72,55,22,0,33,0,76,78,202,105,162,146,123,311,489,114408,,115082,2468,336,2132,0.136142626,0.863857374,0.357142857,0.642857143,120,216,856800,,,211,32,18,14,0,179,0,125,1043,809,108,44,19,0,0
25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",Census Tract 3521.02,3521.02,CAMBRIDGE,2849,0.732186732,0.009126009,0.178659179,0,0,2086,26,0,509,0,56,172,1371,0.258205689,0.741794311,21,16,16,0,37,12,0,27,7,36,43,139,206,37,208,566,171745,188500,171536,1594,646,948,0.405269762,0.594730238,0.589783282,0.410216718,381,265,1015400,,,414,52,17,35,0,324,38,232,416,658,173,64,8,48,4
25017352200,"Census Tract 3522, Middlesex County, Massachusetts",Census Tract 3522,3522,CAMBRIDGE,1894,0.505807814,0.120908131,0.278775079,0,0,958,229,0,528,0,16,163,1024,0.564453125,0.435546875,141,29,111,28,22,17,20,10,0,27,33,140,106,98,88,154,88710,119375,77868,1147,210,937,0.183086312,0.816913688,0.380952381,0.619047619,80,130,788200,,,150,17,0,17,0,126,7,60,520,310,116,33,45,0,0
25017352300,"Census Tract 3523, Middlesex County, Massachusetts",Census Tract 3523,3523,CAMBRIDGE,4678,0.548952544,0.050662676,0.301197093,0.004061565,0,2568,237,19,1409,0,79,366,2374,0.342459983,0.657540017,90,7,57,30,20,37,25,57,27,52,171,240,76,162,369,954,174310,126635,181462,2619,419,2200,0.159984727,0.840015273,0.871121718,0.128878282,365,54,955400,,,284,46,0,46,0,229,9,135,941,782,524,57,70,0,0
25017352400,"Census Tract 3524, Middlesex County, Massachusetts",Census Tract 3524,3524,CAMBRIDGE,1801,0.263187118,0.461965575,0.120488617,0,0,474,832,0,217,0,100,178,697,0.734576758,0.265423242,26,43,33,60,32,32,42,7,47,45,34,111,46,46,32,61,55489,,49936,743,71,672,0.095558546,0.904441454,0.549295775,0.450704225,39,32,526800,,,65,0,0,0,0,65,0,6,190,184,173,71,33,31,15
25017352500,"Census Tract 3525, Middlesex County, Massachusetts",Census Tract 3525,3525,CAMBRIDGE,2980,0.593288591,0.169463087,0.153355705,0,0,1768,505,0,457,0,122,128,1351,0.47446336,0.52553664,25,57,35,6,13,21,0,5,73,25,172,209,85,103,169,353,102464,132083,100464,1490,536,954,0.359731544,0.640268456,0.597014925,0.402985075,320,216,1052800,,,313,48,4,44,0,265,0,223,348,517,368,49,62,7,0
25017352600,"Census Tract 3526, Middlesex County, Massachusetts",Census Tract 3526,3526,CAMBRIDGE,3091,0.589776771,0.173730184,0.143319314,0.004205759,0,1823,537,13,443,0,119,156,1294,0.428902628,0.571097372,51,9,76,30,17,4,8,0,73,77,90,120,119,79,164,377,121293,144706,102600,1311,376,935,0.286803966,0.713196034,0.651595745,0.348404255,245,131,928000,,,251,41,3,38,0,210,0,125,214,482,375,216,7,0,0
25017352700,"Census Tract 3527, Middlesex County, Massachusetts",Census Tract 3527,3527,CAMBRIDGE,2102,0.68981922,0.145575642,0.067078972,0,0,1450,306,0,141,0,36,169,950,0.473684211,0.526315789,100,88,7,10,18,17,23,29,0,0,86,72,86,82,148,184,106979,250001,83942,1037,183,854,0.176470588,0.823529412,0.852459016,0.147540984,156,27,888200,,,108,17,17,0,0,91,0,75,335,337,125,79,74,0,0
25017352800,"Census Tract 3528, Middlesex County, Massachusetts",Census Tract 3528,3528,CAMBRIDGE,1887,0.580286169,0.068892422,0.129835718,0,0,1095,130,0,245,0,52,365,796,0.314070352,0.685929648,18,0,0,0,22,32,0,6,74,11,26,61,200,46,58,242,118333,241250,111346,828,258,570,0.311594203,0.688405797,0.689922481,0.310077519,178,80,1117300,,,179,30,7,23,0,149,0,79,231,267,138,117,17,26,0
25017352900,"Census Tract 3529, Middlesex County, Massachusetts",Census Tract 3529,3529,CAMBRIDGE,3143,0.755011136,0.064906141,0.084314349,0.006363347,0,2373,204,20,265,0,38,243,1335,0.354307116,0.645692884,0,8,0,35,12,37,7,43,9,32,78,212,93,61,190,518,153723,201970,102396,1446,732,714,0.506224066,0.493775934,0.81010929,0.18989071,593,139,1168700,,,453,111,0,111,0,333,9,279,369,497,241,164,23,26,15
25017353000,"Census Tract 3530, Middlesex County, Massachusetts",Census Tract 3530,3530,CAMBRIDGE,2923,0.660622648,0.091686623,0.125555936,0,0,1931,268,0,367,0,43,314,1532,0.35770235,0.64229765,94,13,16,47,16,17,29,22,12,43,89,150,105,162,266,451,141667,166417,131583,1602,375,1227,0.234082397,0.765917603,0.893333333,0.106666667,335,40,1070800,,,207,0,0,0,0,198,9,168,628,607,210,58,29,0,0
25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",Census Tract 3531.01,3531.01,CAMBRIDGE,3747,0.465705898,0.199893248,0.196156926,0,0.00026688,1745,749,0,735,1,195,322,1761,0.530948325,0.469051675,310,87,32,70,19,123,39,26,0,45,152,32,83,232,130,381,73558,158000,72853,1825,104,1721,0.056986301,0.943013699,0.5,0.5,52,52,1025600,,,78,0,0,0,0,78,0,26,706,713,219,105,13,5,0
25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",Census Tract 3531.02,3531.02,CAMBRIDGE,5151,0.409240924,0.070860027,0.386915162,0,0.002912056,2108,365,0,1993,15,114,556,456,0.561403509,0.438596491,59,7,3,9,0,0,5,6,47,36,48,36,57,16,32,95,79318,,79318,488,0,488,0,1,#DIV/0!,#DIV/0!,0,0,,,,0,0,0,0,0,0,0,0,230,157,30,35,4,0,0
25017353200,"Census Tract 3532, Middlesex County, Massachusetts",Census Tract 3532,3532,CAMBRIDGE,5129,0.552154416,0.099434588,0.238058101,0.000584909,0.005654124,2832,510,3,1221,29,99,435,1999,0.374187094,0.625812906,29,180,119,38,67,0,11,29,10,105,78,82,161,242,170,678,134933,213964,113894,2090,543,1547,0.259808612,0.740191388,0.817679558,0.182320442,444,99,1129900,,,355,42,0,42,0,313,0,188,936,574,282,161,31,0,15
25017353300,"Census Tract 3533, Middlesex County, Massachusetts",Census Tract 3533,3533,CAMBRIDGE,4232,0.651937618,0.026228733,0.173204159,0,0,2759,111,0,733,0,139,490,1869,0.260032103,0.739967897,45,53,62,40,0,0,10,10,23,41,95,107,158,99,347,779,167338,213151,158750,1989,991,998,0.498240322,0.501759678,0.791120081,0.208879919,784,207,1125000,,,648,108,37,71,0,439,101,343,504,650,359,316,23,17,0
25017353600,"Census Tract 3536, Middlesex County, Massachusetts",Census Tract 3536,3536,CAMBRIDGE,4966,0.635320177,0.103302457,0.15203383,0.001208216,0,3155,513,6,755,0,86,451,1654,0.34643289,0.65356711,157,47,20,33,34,0,0,11,11,54,35,171,235,151,263,432,133203,212321,114203,1905,583,1322,0.306036745,0.693963255,0.804459691,0.195540309,469,114,1340600,,,372,43,13,30,0,301,28,211,620,631,217,137,35,14,0
25017353700,"Census Tract 3537, Middlesex County, Massachusetts",Census Tract 3537,3537,CAMBRIDGE,5646,0.581296493,0.066772937,0.239815799,0.001948282,0.000708466,3282,377,11,1354,4,132,486,1619,0.490426189,0.509573811,114,55,30,39,28,63,17,62,9,103,112,162,48,184,214,379,108194,145375,83281,1888,398,1490,0.210805085,0.789194915,0.889447236,0.110552764,354,44,1156300,,,169,12,12,0,0,120,37,229,654,601,206,78,71,0,9
25017353800,"Census Tract 3538, Middlesex County, Massachusetts",Census Tract 3538,3538,CAMBRIDGE,4320,0.561805556,0.028472222,0.296527778,0,0,2427,123,0,1281,0,104,385,2410,0.418672199,0.581327801,214,0,20,99,24,0,0,23,35,222,120,252,146,221,278,756,127803,,129924,2631,916,1715,0.348156594,0.651843406,0.808951965,0.191048035,741,175,744600,,,333,50,24,26,0,283,0,583,1133,912,246,119,0,0,0
25017353900,"Census Tract 3539, Middlesex County, Massachusetts",Census Tract 3539,3539,CAMBRIDGE,5761,0.480819302,0.06231557,0.294393334,0.008158306,0,2770,359,47,1696,0,223,666,1353,0.59571323,0.40428677,183,53,52,93,34,0,0,60,82,38,136,75,79,115,226,127,69440,,62472,1615,74,1541,0.045820433,0.954179567,0.837837838,0.162162162,62,12,1625000,,,59,0,0,0,0,59,0,15,521,527,141,117,35,12,0
25017354000,"Census Tract 3540, Middlesex County, Massachusetts",Census Tract 3540,3540,CAMBRIDGE,4733,0.684132685,0.03401648,0.151066977,0.002746672,0,3238,161,13,715,0,110,496,2083,0.541526644,0.458473356,130,64,93,47,93,22,36,65,34,69,132,343,162,104,222,467,94668,104965,81958,2394,755,1639,0.315371763,0.684628237,0.770860927,0.229139073,582,173,899400,,,417,60,16,44,0,340,17,338,1010,736,223,80,26,8,0
25017354100,"Census Tract 3541, Middlesex County, Massachusetts",Census Tract 3541,3541,CAMBRIDGE,2306,0.750650477,0.024718127,0.098005204,0.004770165,0,1731,57,11,226,0,49,232,1107,0.356820235,0.643179765,62,12,0,20,0,16,0,9,5,27,66,178,114,68,91,439,137361,198125,120625,1312,606,706,0.461890244,0.538109756,0.854785479,0.145214521,518,88,1328900,,,274,50,0,50,0,211,13,332,523,403,106,66,9,0,0
25017354200,"Census Tract 3542, Middlesex County, Massachusetts",Census Tract 3542,3542,CAMBRIDGE,3336,0.697541966,0.033273381,0.085731415,0,0,2327,111,0,286,0,135,477,1394,0.326398852,0.673601148,66,0,15,8,0,20,15,9,15,24,70,213,61,53,118,707,205441,232639,169028,1559,1149,410,0.737010904,0.262989096,0.720626632,0.279373368,828,321,2000001,,,561,92,33,59,0,460,9,588,461,502,162,153,45,71,0
25017354300,"Census Tract 3543, Middlesex County, Massachusetts",Census Tract 3543,3543,CAMBRIDGE,3450,0.647536232,0.112753623,0.088695652,0,0,2234,389,0,306,0,124,397,1624,0.369458128,0.630541872,52,39,24,71,0,21,10,36,19,72,69,187,160,54,349,461,149375,175481,119970,1657,715,942,0.431502716,0.568497284,0.786013986,0.213986014,562,153,824500,,,419,102,51,51,7,302,8,296,672,461,235,204,52,0,0
25017354400,"Census Tract 3544, Middlesex County, Massachusetts",Census Tract 3544,3544,CAMBRIDGE,1870,0.797860963,0.010160428,0.051871658,0,0,1492,19,0,97,0,61,201,767,0.249022164,0.750977836,14,6,16,4,5,9,0,6,5,23,18,85,56,96,119,305,165521,172857,157344,807,458,349,0.567534077,0.432465923,0.884279476,0.115720524,405,53,1180800,,,230,47,10,37,5,178,0,228,180,285,167,123,12,0,0
25017354500,"Census Tract 3545, Middlesex County, Massachusetts",Census Tract 3545,3545,CAMBRIDGE,2027,0.78046374,0.028613715,0.083867785,0,0,1582,58,0,170,0,0,217,907,0.281146637,0.718853363,0,13,31,5,0,17,7,37,42,8,29,66,63,37,94,458,203906,250001,97708,944,544,400,0.576271186,0.423728814,0.873161765,0.126838235,475,69,1745400,,,268,51,44,7,0,208,9,276,271,375,91,132,38,0,0
25017354601,"Census Tract 3546.01, Middlesex County, Massachusetts",Census Tract 3546.01,3546.01,CAMBRIDGE,1731,0.502021953,0.13056037,0.261120739,0,0,869,226,0,452,0,0,184,852,0.517605634,0.482394366,59,26,55,55,39,7,17,28,13,25,43,74,119,27,77,188,95714,216071,82083,1035,156,879,0.150724638,0.849275362,0.846153846,0.153846154,132,24,921700,,,128,0,0,0,0,128,0,28,303,450,40,47,12,0,0
25017354602,"Census Tract 3546.02, Middlesex County, Massachusetts",Census Tract 3546.02,3546.02,CAMBRIDGE,4402,0.525897319,0.145842799,0.129713766,0,0,2315,642,0,571,0,84,790,1900,0.472631579,0.527368421,114,38,12,45,19,9,101,80,89,76,46,269,124,148,256,474,110135,154816,97958,2016,721,1295,0.357638889,0.642361111,0.67961165,0.32038835,490,231,979300,,,456,72,0,72,0,384,0,265,787,417,267,384,36,9,0
25017354700,"Census Tract 3547, Middlesex County, Massachusetts",Census Tract 3547,3547,CAMBRIDGE,2926,0.656869446,0.114490772,0.119275461,0,0.002050581,1922,335,0,349,6,40,274,1228,0.304560261,0.695439739,14,57,20,15,0,0,6,32,0,35,46,149,129,64,160,501,159000,228125,121053,1351,572,779,0.423390081,0.576609919,0.727272727,0.272727273,416,156,1282400,,,336,27,0,27,0,309,0,236,302,460,241,167,58,0,0
25017354800,"Census Tract 3548, Middlesex County, Massachusetts",Census Tract 3548,3548,CAMBRIDGE,2319,0.737386805,0.042259595,0.121172919,0,0,1710,98,0,281,0,24,206,1064,0.296992481,0.703007519,41,6,7,8,7,0,0,0,7,86,94,60,64,87,185,412,172708,190313,129200,1177,526,651,0.446898895,0.553101105,0.813688213,0.186311787,428,98,930100,,,291,36,0,36,0,255,0,235,349,402,173,79,33,24,4
